9|1518130619.8773565|Для справки – за весь период Великой Отечественной войны естественная  смертность взрослого __население__ Советского Союза по __сравнение__ с мирным временем __возрасти__ всего на тринадцать процентов .
9|1518130619.8773565|Для справки  – за весь период Великой Отечественной войны естественная смертность взрослого __население__ Советского Союза по __сравнение__ с мирным временем __возрасти__ всего на  тринадцать процентов .
9|1518131243.2993855|Именно поэтому в развитых странах из государственных источников в __системе__ здравоохранения вкладывается более семи процентов валового внутреннего продукта ( ВВП  ) .
9|1519775230.461666|В течение полутора  десятилетий государство действовало в рамках негласного социального контракта : россиянам __предлагаются__ немного денег и относительная стабильность существования , а в обмен  на это они не вмешиваются в дела политэкономических элит и в их распилы , откаты , заносы .
9|1519775230.461666|В течение __полтора__ десятилетий государство действовало в рамках негласного социального контракта : россиянам  предлагается немного денег и относительная стабильность существования , а в обмен на это они не вмешиваются в дела политэкономических элит и в их распилы , откаты , заносы .
9|1521472943.0926561|Уровень насилия в России достаточно __высокий__ , по насильственной смертности показатели в 3 раза выше ,  чем средние мировые .
9|1521472943.0926561|Уровень насилия в России достаточно высок ,  по насильственной смертности показатели в 3 раза выше , чем __средний__ __мировой__ .
9|1521472943.0926561|Уровень насилия в России достаточно высок , по  насильственной смертности показатели в 3 раза выше , чем __средний__ __мировой__ .
9|1521473504.9131327|Анализ , проведенный на основе международных данных  , показывает , что риск виктимизации , при прочих равных __факторов__ , больше для женщин , падает с возрастом и числом  членов семьи и растет с частотой вечерних выходов из дома для всех категорий преступлений .
9|1521473504.9131327|Анализ , проведенный на основе международных данных , показывает , что риск виктимизации , при прочих равных факторах ,  больше для женщин , падает с возрастом и числом членов __семей__ и растет с частотой вечерних выходов из дома для всех  категорий преступлений .
9|1521473164.8809555|Некоторую информацию предоставляют международные виктимизационные обследования47 , проводимые Межрегиональным __институтам__ исследования криминального правосудия при ООН ( UNICRI ) .
9|1521546563.7022614|" Исследование " Гендерный состав советов директоров и эффективность компаний " базировалось на анализе данных от 600 российских  публичных компаний за период их деятельности с 1998 по 2014 __год__ . "
9|1521925248.0355356|Глава комиссии рассказал , что Слуцкий объяснил __обвинение__ в его адрес во время президентской кампании тем , что  он « занимался приглашением наблюдателей » .
9|1521925301.2001402|У стен парламента сегодня  , как и 8 марта прошел ряд одиночных пикетов в __поддержке__ женщин .
9|1521925301.2001402|В конце февраля неформальное объединение депутатов-женщин из всех фракций Государственной думы встало на сторону депутата  неформальное объединение депутатов-женщин из всех __фракции__ Государственной думы __встали__ на __стороне__ депутата .
9|1521925301.2001402|В конце февраля неформальное объединение депутатов-женщин из всех __фракции__ Государственной думы __встали__ на __стороне__ депутата .
9|1521925301.2001402|В конце февраля неформальное объединение депутатов-женщин из всех фракций Государственной думы встало на сторону депутата  конце февраля неформальное объединение депутатов-женщин из всех __фракции__ Государственной думы __встали__ на __стороне__ депутата .
9|1521925586.9517822|У стен парламента сегодня  , как и 8 марта прошел ряд одиночных пикетов в __поддержке__ женщин .
9|1521925586.9517822|В конце февраля неформальное объединение депутатов-женщин из всех __фракции__ Государственной думы встало на сторону депутата .
9|1521925353.2675796|« Комиссия не находит __нарушение__ поведенческих норм у господина Слуцкого » , — сказал глава  комиссии Отари Аршба .
9|1521925450.0375457|В сексуальных домогательствах депутата Слуцкого обвинили корреспондент BBC Фарида  Рустамова , заместитель главного редактора телеканала RTVi Екатерина Котрикадзе и __продюсера__ телеканала « Дождь » Дарья Жук .
9|1521925450.0375457|В сексуальных домогательствах депутата Слуцкого __обвинил__ корреспондент BBC Фарида Рустамова , заместитель главного редактора телеканала RTVi  Екатерина Котрикадзе и продюсер телеканала « Дождь » Дарья Жук .
9|1521925450.0375457|Аршба отметил , что « комиссия не наделена полномочиями по исследованию и экспертным оценкам каких-то аудиозаписей  » , добавив , что девушки должны в этом случае __обратятся__ в правоохранительные органы , передает РБК .
10|1518389958.5995035|Да потому , что в  представлениях многих руководителей и в Правительстве , и в отрасли __здравоохранения__ бытуют мифы или заблуждения .
10|1519826372.9864347| В результате действия этого контракта существенная часть нации превратилась в __иждивенец__ , не очень верящих в собственные силы , зато ожидающих  помощи от сил внешних , желательно волшебных — будь то мощи Николая Чудотворца или торс Путина .
10|1521680215.5858676|В самом  высшем эшелоне власти — в составе действующего правительства страны — __женщины__ нет .
10|1522025096.984683|Комиссия Госдумы по вопросам депутатской этики решила  не наказывать депутата Леонида Слуцкого , которого журналистки __обвинивли__ в __сексуальном__ __домогательстве__ .
10|1522025096.984683|Комиссия Госдумы по вопросам депутатской этики решила не  наказывать депутата Леонида Слуцкого , которого журналистки __обвинивли__ в __сексуальном__ __домогательстве__ .
10|1522025096.984683|« Комиссия не __находила__ нарушений поведенческих норм у господина Слуцкого » , — сказал  глава комиссии Отари Аршба .
10|1522852581.33184|Они приезжали в нашу страну , видели бледнолицых людей , цитирующих Достоевского , и полагали  , что это и есть европейцы , которые просто волей __свой__ несчастной истории долгие века находились под властью узурпаторов .
10|1522853490.6524105|И __благодаря__ .
11|1518398672.646513|Есть даже свой ансамбль народного __танецов__ , который часто __выступают__ в университетском концертном зале .
11|1518398832.5562124|Тогда для __вам__ есть клуб туризма РГУ « Росток » , где вы  просто замечательно проведете свободное время !
11|1518398832.5562124|Тогда для вас есть клуб  туризма РГУ « Росток » , где вы просто замечательно __проведите__ свободное время !
12|1518446166.8245122|Если в две тысячи пятнадцатом году госрасходы на __здравоохранении__ в __цене__ две тысячи тринадцатого года сократились на двадцать процентов  , то соответственно на столько же снизился и объем бесплатных услуг , как следствие , упала доступность медицинской помощи и возросла смертность .
12|1518446166.8245122|Если в две тысячи пятнадцатом году госрасходы на здравоохранение в ценах две тысячи тринадцатого года  сократились на двадцать процентов , то соответственно на столько же __снизилось__ и объем бесплатных услуг , как следствие , упала доступность  медицинской помощи и возросла смертность .
12|1518446166.8245122| Если в две тысячи пятнадцатом году госрасходы на __здравоохранении__ в __цене__ две тысячи тринадцатого года сократились на двадцать процентов , то  соответственно на столько же снизился и объем бесплатных услуг , как следствие , упала доступность медицинской помощи и возросла смертность .
12|1518445324.7950993|Путиным в __майском__ __указе__ две тысячи двенадцатого года , – снизить смертность населения  , тем самым увеличить ожидаемую продолжительность жизни граждан ( ОПЖ ) к две тысячи восемнадцатому году до семидесяти четырех лет .
12|1518445324.7950993|Путиным в __майском__ __указе__ две тысячи двенадцатого года , – снизить смертность населения ,  тем самым увеличить ожидаемую продолжительность жизни граждан ( ОПЖ ) к две тысячи восемнадцатому году до семидесяти четырех лет .
12|1518445324.7950993|Такой рост смертности в наше мирное время - прямое следствие сокращения доступности и качества медицинской помощи в результате неправильного выбранного вектора реформ в отрасли (  сокращение коек и медицинских кадров , отчуждение зданий здравоохранения , __наращивания__ платных медицинских услуг ) .
12|1518445324.7950993|Эти реформы прямо противоречат __целю__ , __обозначил__ Президентом страны В .
12|1518470308.5831044|Такой рост смертности в наше мирное время - прямое следствие сокращения  доступности и качества медицинской помощи в результате неправильного выбранного вектора __реформа__ в отрасли ( сокращение коек и медицинских кадров , отчуждение  зданий здравоохранения , наращивание платных медицинских услуг ) .
12|1518446642.1726396|Такой рост смертности в наше мирное время - прямое следствие сокращения доступности и качества медицинской помощи в результате неправильного выбранного вектора реформ в отрасли (  сокращение коек и медицинских кадров , отчуждение зданий здравоохранения , __наращивания__ платных медицинских услуг ) .
12|1518446642.1726396|Путиным в майских указах две тысячи двенадцатого  года , – __снижение__ смертность населения , тем самым увеличить __ожидаемая__ продолжительность жизни __гражданин__ ( ОПЖ ) к две тысячи восемнадцатому  году до семидесяти четырех лет .
12|1518446642.1726396|Путиным в майских указах две тысячи двенадцатого года , –  __снижение__ смертность населения , тем самым увеличить __ожидаемая__ продолжительность жизни __гражданин__ ( ОПЖ ) к две тысячи восемнадцатому году до семидесяти  четырех лет .
12|1518446642.1726396|Такой рост смертности в наше мирное время - прямое следствие сокращения  доступности и качества медицинской помощи в результате неправильного выбранного вектора __реформы__ в отрасли ( сокращение коек и медицинских кадров , отчуждение  зданий здравоохранения , наращивание платных медицинских услуг ) .
12|1518445714.8469734|Да потому , что в представлениях многих  руководителей и в Правительстве , и в отрасли здравоохранении бытуют __миф__ или __заблуждение__ .
12|1518445714.8469734|Да потому , что в представлениях многих руководителей и  в Правительстве , и в отрасли здравоохранении бытуют __миф__ или __заблуждение__ .
12|1518445714.8469734|Почему __произошла__ рост смертности ?
12|1518469556.3139274|Почему __произошло__ рост смертности ?
12|1518469556.3139274|Да потому , что в __представление__ многих руководителей и в Правительстве , и в отрасли здравоохранении  бытуют мифы или заблуждения .
12|1518445885.357905|Это абсолютно неверно – __отменит__ базовые достижения медицины ( антибиотики , вакцины , экстренную медицинскую  помощь и др . )
12|1518469626.5076897|Это абсолютно неверно – __отменили__ базовые __достижение__ медицины ( антибиотики , вакцины , экстренную медицинскую  помощь и др . )
12|1518469626.5076897|Это абсолютно неверно – __отменили__ базовые __достижение__ медицины ( антибиотики , вакцины , экстренную медицинскую помощь и  др . )
12|1518445964.8888834|Именно поэтому в развитых странах из __государственних__ источников в __системе__ здравоохранения вкладывается более семи процентов валового внутреннего продукта ( ВВП  ) .
12|1518469684.8033068|В __наше__ стране в два раза меньше – только три и шесть  десятых процента ВВП .
12|1518469684.8033068|Именно поэтому в развитых странах из государственных источников в __системе__ здравоохранения вкладывается более семи процентов валового __внутренного__ продукта ( ВВП  ) .
12|1518446066.721346| Все просто – меньше денег вложили , меньше __бесплатних__ услуг __смогли__ оказать , соответственно , меньше __было__ доступность бесплатной медицинской помощи  .
12|1518446066.721346|Все просто – меньше денег вложили  , меньше __бесплатних__ услуг __смогли__ оказать , соответственно , меньше __было__ доступность бесплатной медицинской помощи .
12|1518469772.500474| Все просто – меньше денег __вложит__ , меньше __бесплатной__ услуг __сможет__ оказать , соответственно , меньше будет доступность бесплатной медицинской помощи  .
12|1518469772.500474|Все просто – меньше денег __вложит__ , меньше __бесплатной__ услуг __сможет__ оказать , соответственно , меньше  будет доступность бесплатной медицинской помощи .
12|1518469772.500474|Все просто – меньше денег __вложит__ , меньше __бесплатной__ услуг __сможет__ оказать , соответственно , меньше будет доступность бесплатной  медицинской помощи .
12|1518469906.9885437|Если в две тысячи пятнадцатом году госрасходы на здравоохранение в ценах две тысячи тринадцатого года сократились на двадцать  процентов , то соответственно на столько же __снизилися__ и объем __бесплатной__ услуг , как следствие , упала доступность медицинской помощи и  возросла смертность .
12|1518469906.9885437| Если в две тысячи пятнадцатом году госрасходы на здравоохранение в __цене__ две тысячи тринадцатого года сократились на двадцать процентов , то  соответственно на столько же снизился и объем бесплатных услуг , как следствие , упала доступность медицинской помощи и возросла смертность .
12|1518446248.6757271|Чудес ведь не бывает   В России в две тысячи четырнадцатом году впервые за __последний__ восемь лет смертность не снизилась , а за первый квартал е тысячи пятнадцатого года она даже возросла на пять и две десятых процента .
12|1519842841.4191647|В результате , по  данным Росстата , доля доходов __из__ предпринимательской деятельности за время __правлением__ Путина просто обрушилась : с 15 , 2 % в  2000 году до 7 , 8 % в 2016-м .
12|1519841858.0308843|Потому и стремятся __простой__ __гражданин__ работать в бюджетных организациях , а чуть более продвинутые  соотечественники — в госкомпаниях , госбанках , госструктурах разного уровня , регионального или федерального .
12|1519841858.0308843|Потому и стремятся __простой__ __гражданин__ работать в бюджетных организациях , а чуть более продвинутые соотечественники  — в госкомпаниях , госбанках , госструктурах разного уровня , регионального или федерального .
12|1519842223.815006|Предпринимательство не в чести : с одной  стороны , попробуйте заняться частным бизнесом — в случае неуспеха __намучиться__ , в случае удачи — отберут либо бандиты , либо  государственные рейдеры ; с другой стороны , нет и « аппетита » к таким занятиям , и пространства для частной инициативы , не говоря уже о незащищенности частной собственности — всякий раз обнаруживается риск подпасть под ковш какого-нибудь мэра , предпочитающего пустые городские пространства .
12|1521684790.1716495|В среднем по сравнению с женщинами __мужчины__ , __считают__ , что у них недостаточно ценных качеств ,  было на 10 % меньше .
12|1521684790.1716495|В среднем по сравнению с женщинами __мужчины__ , __считают__ , что у них недостаточно ценных качеств , было на  10 % меньше .
12|1521684924.552686|В 1998 год кризиса доля мужчин , __отметить__ эти варианты ответов , снижалась до 39 , 7 %  .
12|1521684585.6459153|__стереотипы__ поведения — это , напротив , стереотип работников .
12|1522080110.3284416|Прежде , чем забыть перевыборы  Путина как нестрашный сон , надо зафиксировать для себя несколько __важной__ вещей .
