id|time|attempt|sentence
12|1522252002.8420115||Соответственно , Путин , скорее всего , получил не 56 , 4 млн голосов ( больше половины от всех имевших право голосовать 18 марта  — это 107 млн ) , а 46 млн с __небольшим__ , и явка , скорее всего , была не 67  , 47 % , а меньше — по-видимому , меньше , чем в 2012 году ( 65 , 34 % ) .
12|1522252002.8420115||Предварительные данные математиков , в частности , Сергея Шпилькина , показывают плюс-минус  10 млн аномальных голосов , то есть вброшенных бюллетеней за __победившего__ кандидата .
14|1518497992.4909787||В это воскресенье я была у бабушки , а потом у подруги           Русские __говорят__ , что понедельник – день тяжелый .
15|1561624632.3785574|1|Только они разговаривали не просто , как другие ребята , а рассказывали друг  другу разные небылицы , будто пошли на спор , кто __кого__ переврет .
16|1569342422.4812253|1|Для этого встают  на бортик бассейна так , чтобы захватить край его большими __пальцами__ ног .
16|1569341941.6374826|1|Первые __египтяне__ были странствующими охотниками , которые пришли __из__ пустыни и поселились  в долине Нила .
16|1569342009.470703|2|Первые __египтяне__ были странствующими охотниками , которые пришли __из__ пустыни и поселились  в долине Нила .
17|1526295534.3295655||Сейчас мы уже понимаем ,  что наши прежние представления о викингах как об одиноких , __суровых__ грабителях и налетчиках , несколько не __соответствуют__ действительности .
17|1526295812.8569784||Исследователи из парижского Института Жака Моно проанализировали ДНК  290 котов из 30 археологических памятников , разбросанных по __разным__ __уголкам__ планеты : по Европе , __Ближнему__ Востоку и Африке .
17|1526295812.8569784||Исследователи из парижского Института Жака Моно проанализировали ДНК 290 котов из 30 археологических памятников  , разбросанных по __разным__ __уголкам__ планеты : по Европе , __Ближнему__ Востоку и Африке .
17|1526296656.4938886||Когда к тебе на дачу приезжают бедные родственники , то не бледней ,  а __торжествуя__ восклицай : « Хорошо , что это не __городовые__ !
17|1526296941.5865388||Радуйся , что ты не лошадь конножелезки , не коховская « запятая » , не трихина , не свинья , не осел ,  не медведь , которого водят цыгане , не клоп ... __Радуйся__ , что ты не хромой , не слепой , не  глухой , не немой , не холерный ... Радуйся , что в данную минуту ты не сидишь на скамье подсудимых , не видишь пред собой кредитора и не беседуешь о гонораре с Турбой .
18|1526313205.4775457||А это нетрудно  : Когда у тебя в кармане загораются спички , то __радуйся__ и благодари небо , что у тебя в кармане не  пороховой погреб .
18|1526313205.4775457||Когда к тебе на дачу приезжают бедные родственники , то не бледней ,  а __торжествуя__ восклицай : « Хорошо , что это не __городовые__ !
18|1526329461.5629783||» Когда в твой палец __попадает__ заноза , __радуйся__ : « Хорошо , что не в __глаз__ !
18|1526329987.8000891||Радуйся , что ты не лошадь конножелезки , не коховская « запятая » , не трихина , не свинья , не осел , не медведь , которого водят цыгане , не клоп ... Радуйся , что ты не хромой , не слепой , не глухой , не немой , не холерный ... Радуйся , что в  данную минуту ты не сидишь на __скамье__ подсудимых , не __видишь__ пред собой кредитора и не беседуешь о гонораре с Турбой  .
18|1526474567.6404917||— Василий __Блаженный__ — и Спас-на-Бору , итальянские соборы — и что-то киргизское  в остриях башен на кремлевских стенах ... » Приезжая в сумерки , я иногда заставал ее на диване только в одном шелковом архалуке , отороченном соболем , — наследство моей астраханской бабушки , сказала она , — сидел возле нее в полутьме , не зажигая огня , и целовал ее руки , ноги , изумительное в своей гладкости тело ... И она ничему не противилась , но все молча .
18|1526474567.6404917||— Василий Блаженный —  и Спас-на-Бору , итальянские соборы — и что-то киргизское __в__ __остриях__ башен на кремлевских стенах ... » Приезжая в сумерки ,  я иногда заставал ее на диване только в одном шелковом архалуке , отороченном соболем , — наследство моей астраханской бабушки , сказала она , — сидел возле нее в полутьме , не зажигая огня , и целовал ее руки , ноги , изумительное в своей гладкости тело ... И она ничему не противилась , но все молча .
18|1526332363.3299146||Темнел московский серый зимний день , холодно зажигался газ в фонарях , тепло освещались витрины магазинов — и разгоралась вечерняя , освобождающаяся от дневных дел московская жизнь : гуще и бодрей неслись извозчичьи санки , тяжелей гремели переполненные , ныряющие трамваи , — в сумраке уже видно было , как с шипением сыпались с проводов зеленые звезды — оживленнее спешили по снежным тротуарам мутно чернеющие прохожие ... Каждый вечер мчал меня в этот час на вытягивающемся рысаке мой кучер — от Красных ворот к храму Христа Спасителя : она жила против него ; каждый вечер я возил ее обедать в « Прагу » , в « Эрмитаж » , в « Метрополь » , после обеда в театры , на концерты , а там к « Яру » , в « Стрельну » ... Чем все это должно кончиться , я не знал и старался не думать , не додумывать : было бесполезно — так же , как говорить с ней об этом : она раз навсегда отвела разговоры о нашем  будущем ; она была __загадочна__ , __непонятна__ для меня , __странны__ были и наши с ней отношения — совсем __близки__ мы  все еще не были ; и все это без конца держало меня в неразрешающемся напряжении , в мучительном ожидании — и вместе с тем был я несказанно счастлив каждым часом , проведенным возле нее .
18|1526401515.8012207||В комнате пахло цветами ,  и она соединялась для меня с их запахом ; __за__ __одним__ окном низко лежала вдали огромная картина заречной снежно-сизой Москвы ;  в другое , левее , была видна часть Кремля , напротив , как-то не в меру близко , белела слишком новая громада Христа Спасителя , в золотом куполе которого синеватыми пятнами отражались галки , вечно вившиеся вокруг него ... « Странный город !
18|1526401515.8012207||В комнате пахло цветами , и она соединялась для меня с их запахом ; за одним окном низко лежала вдали огромная картина заречной снежно-сизой Москвы ; в другое , левее , была видна часть Кремля , напротив ,  как-то не в меру близко , __белела__ слишком новая громада __Христа__ Спасителя , в __золотом__ куполе __которого__ синеватыми пятнами __отражались__ галки  , вечно вившиеся вокруг него ... « Странный город !
18|1526333333.204234||Кроме того , меня интересует история ... » Жила она одна , — вдовый отец ее ,  просвещенный человек знатного купеческого рода , жил на покое в __Твери__ , что-то , как все такие купцы , собирал .
18|1526398525.4814167||—  Все так , — говорила она , — но все-таки __помолчите__ немного , почитайте что-нибудь , покурите ... — Не могу  я молчать !
18|1526398697.2525969||— __Представляю__ .
18|1526475963.018496||— Счастье , счастье  ... « Счастье наше , дружок , как вода в __бредне__ : тянешь — надулось , а вытащишь — ничего нету  » .
18|1526476071.0108411||И опять весь вечер говорил только о __постороннем__ — о новой постановке Художественного театра , о новом рассказе  Андреева ... С меня опять было довольно и того , что вот я сперва тесно сижу с ней в летящих и раскатывающихся санках , держа ее в гладком мехе шубки , потом вхожу с ней в людную залу ресторана под марш из « Аиды » , ем и пью рядом с ней , слышу ее медленный голос , гляжу на губы , которые целовал час тому назад , — да , целовал , говорил я себе , с восторженной благодарностью глядя на них , на темный пушок над ними , на гранатовый бархат платья , на скат плеч и овал грудей , обоняя какой-то слегка пряный запах ее волос , думая : « Москва , Астрахань , Персия , Индия !
19|1526587854.8200667||Для этого недостаточно выиграть 200 000 , получить Белого Орла , жениться на  хорошенькой , прослыть __благонамеренным__ — все эти __блага__ тленны и __поддаются__ привычке .
19|1526587977.2660193||Когда  к тебе на __дачу__ приезжают бедные родственники , то не __бледней__ , а торжествуя __восклицай__ : « Хорошо , что это  не городовые !
19|1526587977.2660193||А это нетрудно  : Когда у тебя в кармане загораются спички , то __радуйся__ и __благодари__ небо , что у тебя в кармане не  пороховой погреб .
19|1526588157.9234993||Радуйся , что ты не лошадь конножелезки , не коховская « запятая » , не трихина , не  свинья , не осел , не медведь , __которого__ водят __цыгане__ , не клоп ... Радуйся , что ты не хромой  , не слепой , не глухой , не немой , не холерный ... Радуйся , что в данную минуту ты не сидишь на скамье подсудимых , не видишь пред собой кредитора и не беседуешь о гонораре с Турбой .
19|1526588244.1029499||Радуйся , что ты не лошадь конножелезки , не коховская « запятая » , не трихина , не свинья , не осел , не медведь , которого водят цыгане , не клоп ... Радуйся , что ты не хромой , не слепой , не глухой , не немой , не холерный ... Радуйся , что в  __данную__ __минуту__ ты не сидишь на скамье подсудимых , не __видишь__ пред __собой__ кредитора и не беседуешь о гонораре с Турбой  .
20|1526379014.588||С их помощью исследователь , используя только веб-браузер , может в любом месте и в любое  время заходить в __архивы__ данных и пользоваться __инструментами__ для их __обработки__ .
20|1526331589.8989902|| Не так давно выяснилось , к примеру , что в __морские__ походы с ними отправлялись жены .
20|1526329751.3852472||Ее __эпицентром__ стал __Египет__ , откуда __мышеловы__ достаточно быстро достигли дальних уголков Африки ,  Азии и Европы .
20|1526329751.3852472||Ее __эпицентром__ стал __Египет__ , откуда __мышеловы__ достаточно быстро достигли дальних уголков Африки , Азии и Европы  .
20|1526331177.1585677||Ее эпицентром стал Египет , откуда __мышеловы__ достаточно быстро достигли дальних уголков Африки , Азии и Европы  .
20|1526331871.6056783||Ее эпицентром __стал__ Египет , откуда __мышеловы__ достаточно быстро достигли дальних уголков Африки , Азии и Европы  .
20|1526331871.6056783||Ее эпицентром __стал__ Египет , откуда __мышеловы__ достаточно быстро достигли дальних уголков Африки  , Азии и Европы .
20|1526330206.9587126||Так , __кошачьи__ останки были найдены в погребении __скандинава__ в северной Германии .
20|1526330206.9587126||А в коллекции датского  Музея естественной истории есть предметы одежды викингов , сделанные из __кошачьих__ __шкур__ .
20|1526330206.9587126||А в коллекции датского Музея  естественной истории есть предметы одежды викингов , сделанные из __кошачьих__ __шкур__ .
20|1526332098.9094036||Так , __кошачьи__ останки были найдены в погребении скандинава в северной Германии .
20|1526332098.9094036||А в коллекции датского  Музея естественной истории есть предметы одежды викингов , сделанные из __кошачьих__ шкур .
20|1526330982.2547426||И одними женами  дело не ограничивалось – новое исследование показало , что скандинавы __брали__ с собой еще и котов .
20|1526331668.672259||И __одними__ женами дело не ограничивалось – новое исследование показало , что  скандинавы брали с собой еще и котов .
20|1526331060.862115||Временной разброс __останков__ тоже был широк : от каменного века ( 8 ,  9 тыс .
20|1526331741.6284971||Временной разброс __останков__ тоже был широк : от каменного века ( 8 ,  9 тыс .
20|1526376098.5926673||Если у тебя болит один зуб , то __ликуй__ , что у тебя __болят__ не все зубы .
20|1526376340.305821||Если тебя __секут__ березой , то дрыгай __ногами__ и восклицай : « Как  я счастлив , что меня секут не крапивой !
20|1526376420.6937528||И так далее ... __Последуй__ , человече , моему совету , и жизнь твоя будет  состоять из сплошного ликования .
21|1560861790.3195577|1|Только  они разговаривали не просто , как другие ребята , а __рассказывали__ друг другу разные небылицы , будто пошли на спор ,  кто кого переврет .
21|1560862140.2733831|1|— А я , —  говорит Стасик , — сначала был маленький , а потом __вырос__ большой , а потом снова стал маленький , а теперь  опять скоро буду большой .
21|1560861449.6662107|1|Кроме того , коты часто фигурируют в скандинавской мифологии : они тащат на себе колесницу богини любви Фрейи , а у Локи из Утгарда был настолько большой кот , что его не мог поднять сам Тор        Кошки , вероятно , __защищали__ корабельные запасы пищи от вредителей-грызунов .
21|1560863065.7413273|1|Они , возможно , и были __суровыми__ и уж точно не чурались грабежей , но от одиночества  в своих дальних походах не страдали .
21|1560863073.5348654|2|Они , возможно , и были __суровыми__ и уж точно не чурались грабежей , но от одиночества  в своих дальних походах не страдали .
21|1560863199.1630666|1|Исследователи из парижского Института Жака Моно проанализировали ДНК 290 котов из 30 археологических памятников , разбросанных по  разным уголкам планеты : по Европе , Ближнему __Востоку__ и __Африке__ .
21|1560863225.653698|2|Исследователи из парижского Института Жака Моно проанализировали ДНК 290 котов из 30 археологических памятников , разбросанных по  разным уголкам планеты : по Европе , Ближнему __Востоку__ и __Африке__ .
21|1560880246.9889913|1|Я , может быть , __задержусь__ .
21|1560880273.7893088|2|— Конечно , проживем , — __говорю__ я .
21|1560880495.959452|1|Я такую кашу сварю , что пальцы __оближешь__ !
21|1560880495.959452|1|__Сыт__ будешь , не __помрешь__ с __голоду__ .
21|1560880629.538034|2|Сыт будешь , не __помрешь__ с голоду .
21|1560880629.538034|2|Я такую кашу сварю , что пальцы __оближешь__ !
21|1560881097.1208916|1|Греемся на __солнышке__ и хлеб с вареньем жуем .
21|1560881452.2433758|1|Ты только за печкой __смотри__ , а я уж сварю , будь спокоен .
21|1560879387.0605376|1|Перед нами движутся религиозные процессии , плывут корабли , акробаты рискуют жизнью в играх с быком ,  придворные дамы восседают на пиру ... Можно увидеть , как __выглядели__ и что __делали__ люди той далекой __эпохи__ , но ,  к сожалению , нельзя понять , о чем они говорят .
21|1560879387.0605376|1| Перед нами движутся религиозные процессии , плывут корабли , акробаты __рискуют__ жизнью в __играх__ с быком , придворные дамы восседают на  пиру ... Можно увидеть , как выглядели и что делали люди той далекой эпохи , но , к сожалению , нельзя понять , о чем они говорят .
21|1560879393.694781|2| Перед нами движутся религиозные процессии , плывут корабли , акробаты __рискуют__ жизнью в играх с быком , придворные дамы восседают на  пиру ... Можно увидеть , как выглядели и что делали люди той далекой эпохи , но , к сожалению , нельзя понять , о чем они говорят .
21|1560879393.694781|2|Перед нами движутся религиозные процессии , плывут корабли , акробаты рискуют жизнью в играх с быком ,  придворные дамы восседают на пиру ... Можно увидеть , как __выглядели__ и что __делали__ люди той далекой эпохи , но ,  к сожалению , нельзя понять , о чем они говорят .
21|1560879565.1759474|1|Между тем  в западной части дворца в Кноссе был __найден__ архив глиняных __табличек__ .
22|1556827442.856553|1|И так далее ... Последуй , человече , моему совету , и жизнь твоя будет состоять из сплошного ликования           Жизнь __пренеприятная__ штука , но сделать ее прекрасной очень нетрудно .
22|1556827541.2024248|1|Для того , чтобы __ощущать__ в себе счастье без перерыва , даже в минуты скорби  и печали , нужно : а ) уметь довольствоваться настоящим и б ) радоваться сознанию , что « могло бы быть и хуже » .
22|1556827796.6141274|1|А это нетрудно : Когда  у тебя в кармане загораются спички , то радуйся и __благодари__ небо , что у тебя в кармане не пороховой погреб  .
22|1556827796.6141274|1|Когда к тебе на дачу приезжают бедные родственники , то не бледней ,  а __торжествуя__ восклицай : « Хорошо , что это не __городовые__ !
22|1556827803.046685|2|Когда к тебе на дачу приезжают бедные родственники , то не бледней ,  а __торжествуя__ восклицай : « Хорошо , что это не __городовые__ !
23|1551433594.4979773||Я очень по Мишке __соскучился__ .
23|1551433785.847845||— Конечно , __проживем__ , — __говорю__ я .
23|1551433916.201837||__Сумеете__ ?
23|1551433916.201837||— __Сумеем__ , — говорит Мишка .
23|1551431263.2672923||Главные атакующие фигуры – конь , орудие и колесница         Шахматы известны в __Китае__ очень давно .
23|1551431263.2672923||В саду старика __крестьянина__ в провинции Пачиу ( ныне Хунань ) необычайно разрослось __апельсиновое__  дерево .
23|1551431987.2175586||Своей __высотой__ оно __превосходило__ другие __деревья__ в несколько раз , и __те__ стали чахнуть  .
23|1551431987.2175586||После нескольких ударов топора оно упало , а к __середине__ его крестьянин __обнаружил__ двух стариков , занятых какой-то неизвестной игрой  .
23|1551431987.2175586||После нескольких  ударов топора оно упало , а к __середине__ его крестьянин __обнаружил__ двух стариков , занятых какой-то неизвестной игрой .
23|1551432314.9218087||Когда партия закончилась и дровосек вернулся в село , то узнал , что с тех пор ,  как он ушел , минули __сотни__ лет ... В китайских __шахматах__ 32 __кружочка__ .
